Country Name,Country Code,Series Name,Series Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024]
Papua New Guinea,PNG,"Population, total",SP.POP.TOTL,1995110,2046127,2093919,2141376,2188325,2235820,2285774,2337532,2390803,2446927,2505628,2566421,2628432,2690629,2752671,2814820,2877327,2940327,3003714,3067341,3131512,3197019,3264291,3333633,3405198,3478936,3554793,3632543,3711880,3796078,3896481,4021837,4166699,4320872,4480208,4644278,4813361,4987883,5166390,5349333,5537064,5728435,5924003,6123997,6328041,6535905,6747720,6963345,7183002,7406438,7633523,7859346,8081390,8302698,8523441,8743246,8961718,9178714,9394513,9609010,9815746,10012896,10203169,10389635,10576502
Paraguay,PRY,GDP (current US$),NY.GDP.MKTP.CD,288884368.016934,322053713.15873,360698412.698413,383904761.904762,408349206.349206,443587301.587302,465888888.888889,492674603.174603,517650793.650794,556293650.793651,594611111.111111,664571428.571429,769039682.539683,995531746.031746,1333475396.8254,1511420634.92063,1698960317.46032,2092158730.15873,2559857142.85714,3416777777.77778,4448087301.5873,5624515873.01587,5419411764.70588,5673248726.16438,4502462807.13993,3282449235.76129,3723993942.79088,3971044723.8024,4255683528.33333,4757732199.96213,5812114523.01187,6984367762.90371,7157424031.06045,7249533620.30614,7870982004.8195,9062131475.02318,9788391780.52421,9965225678.05093,9260481572.42462,8837070235.51892,8855705139.55857,8495806432.18467,7196260656.84556,7691367471.17992,9624440836.29309,10737500188.1123,13429430050.261,17856393235.4338,24615267663.5456,22355151161.994,27260886405.2263,33756238766.5,33271921136.315,38501122141.4241,40377929295.6419,36211447840.0971,36089700222.9461,38997129473.5558,40225448340.6322,37925338329.1494,35432178068.1814,39950899938.7482,41952910858.088,43118053174.5413,44458118399.6669
Paraguay,PRY,"Population, total",SP.POP.TOTL,1883514,1927394,1973130,2021909,2073119,2125177,2177584,2229994,2282391,2334992,2388028,2442537,2499881,2561102,2625621,2691648,2758836,2827874,2899269,2973968,3053235,3137604,3226189,3318068,3412936,3510671,3611474,3714889,3820546,3927802,4035747,4144364,4253600,4362696,4471417,4579806,4687543,4794412,4900025,5003135,5100868,5187689,5261328,5326436,5388175,5448097,5505148,5559386,5613574,5671236,5737971,5814626,5897008,5982445,6069811,6159103,6249126,6338660,6427382,6515058,6603739,6684182,6760464,6844146,6929153
Peru,PER,GDP (current US$),NY.GDP.MKTP.CD,2571986572.12719,2897852693.27494,3284322201.27831,3598272493.3109,4353664866.67985,5163008077.37371,6109048736.61853,6194340079.8786,5736083835.29034,6420909789.83,7432223176.93623,8289582883.67673,9189413409.28138,10994381895.1161,13858441211.4692,16931162355.4802,16131958850.6444,14544913960.5062,12491876742.9708,15954012439.1662,18136838537.725,21648214892.8828,21794535621.216,17345260564.4824,17600400384.5073,15078736875.387,21859448586.485,36889706592.6843,15439408447.2,22499558526.3682,26410386962.8019,34341465998.2003,35966302303.263,34832077220.8537,44882079766.8913,53312793687.3836,55252414130.3019,58147522522.5225,55501467877.381,50187324567.883,51744749133.213,52030158775.4055,54777553515.0809,58731030121.8671,66768703497.5687,76060606060.6061,88643193061.748,102170981144.136,120550599815.441,120822986521.479,147527631520.729,171761737046.585,192650021648.583,201175543571.392,200786250582.943,189802976285.619,191898104390.379,211007984080.911,222597009739.235,228346006003.648,201409694755.934,226328766459.634,246065570308.155,266958720837.988,289221969059.853
Peru,PER,"Population, total",SP.POP.TOTL,10174127,10475123,10784612,11102099,11427978,11761085,12101297,12448814,12803993,13166767,13501237,13838067,14210147,14582867,14956552,15333957,15716809,16109806,16516059,16933139,17360949,17798805,18246503,18705957,19174716,19648204,20117122,20582320,21054702,21532589,22014771,22483775,22946340,23413783,23881493,24348919,24811171,25274147,25738095,26186504,26598331,26964601,27288217,27580490,27852190,28101180,28324491,28530699,28719041,28896811,29086019,29304086,29550366,29817919,30115826,30457600,30866494,31324637,31897584,32449303,32838579,33155882,33475438,33845617,34217848
Philippines,PHL,GDP (current US$),NY.GDP.MKTP.CD,7515894110.56487,8171194424.94498,4954593071.82796,5505023238.40669,5953756194.80988,6517349771.93386,7189017887.69231,7724873935.12821,8632749269.48718,9571800652.5641,7559115516.69532,8375075629.8327,9067815521.3262,11412449735.3056,15607882555.2916,16875240683.5083,19381055197.2794,22283109803.3521,25762224562.6316,31218296292.1295,36848080898.8112,40499388869.1271,42206011275.1757,37759179894.5298,35730185633.5233,34961486348.2382,33987207294.9432,37791488666.0743,43152128958.6116,48513773720.673,50508286641.5746,51784144942.727,60422328242.1803,62036529147.1831,73159336915.2718,84644328727.4825,94648084429.0341,94106317565.0846,74492416329.9142,85640171045.1254,83669788376.9213,78921234457.5487,84307345887.543,87039092974.2272,95001999685.3314,107419977318.166,127652926368.069,155980408673.403,181624626327.361,175974755881.372,208368893151.144,234216730291.32,261920540962.63,283902828588.718,297483555338.044,306445871242.322,318627003016.731,328480736802.76,346841896587.313,376823402239.136,361751145451.597,394087359848.11,404353369604.631,437055627244.424,461617509782.355
Philippines,PHL,"Population, total",SP.POP.TOTL,27891897,28792621,29723536,30674731,31643032,32625316,33617170,34621320,35638342,36660799,37622204,38518659,39408560,40294130,41174341,42120826,43201488,44367962,45575281,46807103,48043740,49311727,50695707,52194620,53726181,55213006,56645077,58157496,59739052,61265260,62854666,64382249,65926125,67530621,69019291,70546246,72190242,73908810,75791024,77753257,79625397,81401488,83068889,84731835,86394504,88015962,89508986,91075184,92699095,94384250,96337125,98248614,100175512,102076336,103767130,105312992,106735719,108119693,109465287,110804683,112081264,113100950,113964338,114891199,115843670
Poland,POL,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,65977748210.5263,85500935934.9901,94337050693.2727,96043157272.862,110803635287.621,142838527115.448,160813026223.063,159893964916.817,175282269666.801,170704452714.673,172953527033.013,191823200371.284,199694463255.567,218561225998.47,256268656145.134,306999913150.525,345897630736.173,429715132137.503,535612030671.888,440891472247.096,478111630683.514,527848543023.469,498148649702.66,518179836405.36,542134167178.627,480054118583.367,473259623976.262,528356723263.073,594616632477.019,602683770144.88,605914186117.953,689170171187.004,695607522884.822,812451128978.58,914696430325.391
Poland,POL,"Population, total",SP.POP.TOTL,29637450,29964000,30308500,30712000,31139450,31444950,31681000,31987155,32294655,32548300,32664300,32783500,33055650,33357200,33678899,34015199,34356300,34689050,34965600,35247217,35574150,35898587,36230481,36571808,36904134,37201885,37456119,37668045,37824487,37961529,38110782,38246193,38363667,38461408,38542652,38594998,38624370,38649660,38663481,38660271,38258629,38248076,38230364,38204570,38182222,38165445,38141267,38120560,38125759,38151603,38042794,38063255,38063164,38040196,38011735,37986412,37970087,37974826,37974750,37965475,37515748,36981559,36821749,36687353,36554707
Portugal,PRT,GDP (current US$),NY.GDP.MKTP.CD,3339150157.85605,3573719084.53354,3835883663.25123,4084251592.81599,4429202656.90741,4901711247.81592,5370108031.12859,6002607029.64663,6644693214.18343,7287555035.34403,8108235704.32357,9201604240.28269,11239117865.0852,15090564186.4268,17512391475.9274,19347607843.1373,20332831564.9867,21439523310.6338,23487614051.0949,26622819672.1311,32896519823.7885,31977276872.9642,30527754793.1382,27239650741.9472,25217969049.5755,27115807742.0873,38745901353.7059,48182925857.4071,56347250696.3788,60594092182.3275,78713860216.5659,89233599278.4792,107592098307.098,95009751901.2592,99688641304.3478,118122007430.012,122630089680.27,117016535162.95,123946327916.296,127470385557.184,118605192877.388,121604107164.997,134795565549.419,165226175536.793,189382122532.169,197253876704.921,208756449275.848,240496147317.381,263416394624.084,244667762835.543,238443864993.217,245426767676.002,216536676771.973,226677408291.745,230078616299.675,199038523119.639,206305431241.638,220862990767.229,242092894542.888,240115970063.019,229618773422.577,256055879091.139,256898675068.927,289696962620.235,308683317392.68
Portugal,PRT,"Population, total",SP.POP.TOTL,8857716,8929316,8993985,9030355,9035365,8998595,8930990,8874520,8836650,8757705,8680431,8643756,8630430,8633100,8754365,9093470,9355810,9455675,9558250,9661265,9766312,9851362,9911771,9957865,9996232,10023613,10032734,10030031,10019610,10005000,9983218,9960235,9952494,9964675,9991525,10026176,10063945,10108977,10160196,10217828,10289898,10362722,10419631,10458821,10483861,10503330,10522288,10542964,10558177,10568247,10573100,10557560,10514844,10457295,10401062,10358076,10325452,10300300,10283822,10286263,10297081,10361831,10434332,10578174,10701636
Post-demographic dividend,PST,GDP (current US$),NY.GDP.MKTP.CD,1037011577602.15,1104850963886.88,1195652635369.47,1286627331165.29,1405685806174.93,1528553206325.96,1671670654791.77,1786530800495,1937877069181.56,2134352563037.55,2340459900798.03,2598011729961.96,3016901416924.38,3649145197746.17,4076782293104.47,4567890806480.71,4955951921002.45,5600574371063.2,6746121794478.69,7751497173888.85,8577743047294,8676900519573.31,8637189543831.99,8963383304040.63,9365233332029.86,9860015968624.95,12054112969275.6,13975076931421.9,15742850573355.5,16439264672023.3,18443164674325,19453039768732.1,20871532331304.2,21021814984109.7,22515918972488.5,24978594323513.4,25096672690878.1,24603479666258.9,24707827169428.8,25955225515254.5,26410406658293.2,26157054610954.6,27285138924234.8,30595351997622.3,34000395954663.7,35785968754760.4,37659759484906.4,41105368221946,43545088630774.3,41008656730002.5,42771558043497.7,45955030565967.8,45868301689736.7,46369309314126.9,47311555230229,44758426403938.6,45785380106162.1,47756402426662.6,50599156664416.6,51135209515081.4,50140341964133.7,55855082520061,57128680173110.1,60538844740701.7,63040640005163.4
Post-demographic dividend,PST,"Population, total",SP.POP.TOTL,756359099,765442136,774678780,783736508,792735136,801451274,809623605,817437528,825029113,832633761,840190480,849553629,857513072,865015884,872247955,879088327,885244462,891301791,897398355,903773491,909919829,916024683,921558505,926768139,931624894,936480384,941566838,946817118,952284317,958176572,964371624,971291914,978087877,984398082,990028770,995338472,1000836719,1006102041,1011086034,1015990094,1021150563,1026105872,1031302538,1036498631,1041890752,1047140108,1052866351,1059147302,1065603711,1071118156,1076208648,1079468050,1084193277,1088424167,1093025476,1097890139,1102966925,1107161559,1111377470,1114907717,1117025276,1116609473,1117926537,1121892872,1128430188
Pre-demographic dividend,PRE,GDP (current US$),NY.GDP.MKTP.CD,24371768029.6278,25264613437.7674,27674869515.1484,31993355907.8867,30278137477.019,33361237163.0642,36475004285.3358,34705175402.4797,37429525573.4884,42099681278.8118,47428723834.5706,46909337933.6201,55119582623.8776,67923514052.7714,93626660152.4318,106640623987.932,124669335560.136,137597256844.257,156166206029.751,192775628023.051,237261451692.426,324512320041.437,307909104762.861,255543089042.711,238859958924.868,247712634663.3,214740613817.952,231012936206.384,241759987666.085,244368859037.886,396590824992.853,223926663004.83,174048925953.422,181937055919.56,189966285832.545,279700180740.505,338863912854.052,371684028006.719,393094877992.274,244858481464.538,282712808754.123,268985062228.284,309384436578.562,337059038910.184,421462224681.031,526660768585.158,661876236237.753,799344703597.321,996372512327.354,903654511382.179,1055168535441.18,1222653337929.89,1330058398191.28,1457867985373.62,1544180288224.25,1313619241165.39,1170247569850.28,1222291962819.7,1362634002287.22,1435723143391.13,1318892160079.38,1447970750253.63,1658497791360.45,1527124866810.94,1426898998276.72
Pre-demographic dividend,PRE,"Population, total",SP.POP.TOTL,188920253,193342737,198004977,202879347,207958469,213246024,218721527,224392810,230300956,236419165,242769169,249344292,256080715,263238228,270820390,278656584,286692896,295051411,304240149,313887702,322965422,330988678,339575832,349226289,359259708,369570962,379883689,390374024,400820214,411682495,422471117,433111892,445411988,459529211,475022693,490118620,503373634,516729805,531450214,546890075,562428025,578587390,596114535,614269146,632445407,651320620,670229212,688722596,708796270,730293963,752046672,774567417,798002725,822138419,846420736,870587800,895239872,920568701,946317177,972302503,998624261,1024960313,1051201551,1078224044,1105951788
Puerto Rico (US),PRI,GDP (current US$),NY.GDP.MKTP.CD,1691900000,1865100000,2094400000,2333600000,2570500000,2881500000,3170500000,3532700000,3941700000,4460700000,5034700000,5646800000,6328900000,7002400000,7684800000,8198300000,8968600000,9910900000,11165000000,12750000000,14436100000,15955700000,16764200000,17276600000,19162600000,20289200000,22009300000,24025800000,26385800000,28161200000,30603919000,32287031000,34630430000,36922456000,39690630000,42647331000,45340835000,48187039000,54086400000,57841000000,61701800000,69208400000,71623500000,74827400000,80322313000,83914521300,87276164400,89524131600,93639300000,96385600000,98381300000,100351700000,101564800000,102450000000,102445800000,103375500000,104336700000,103445526000,100958100000,105126400000,103130900000,106426600000,113843700000,118375000000,125841500000
Puerto Rico (US),PRI,"Population, total",SP.POP.TOTL,2358000,2399722,2450322,2504530,2554066,2594000,2624995,2645674,2662064,2684150,2718000,2762190,2817256,2878786,2939299,2994000,3043854,3088690,3129421,3168088,3206000,3242552,3277453,3311138,3344190,3377000,3409554,3441850,3473898,3505650,3537000,3562110,3585176,3615497,3649237,3683103,3724655,3759430,3781101,3800081,3810605,3818774,3823701,3826095,3826878,3821362,3805214,3782995,3760866,3740410,3724465,3693464,3661045,3631427,3585017,3535167,3480432,3410837,3290690,3302691,3281590,3262711,3220137,3203792,3203295
Qatar,QAT,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,..,..,..,..,301791301.791302,387703105.521252,510262500.1767,793885559.971313,2401403227.44085,2512773165.81173,3284273986.71808,3617564637.88865,4052000412.70087,5632962996.82641,7829165261.81396,8661263763.73626,7596703214.28571,6467582307.69231,6704395824.17582,6153296456.04396,5053021950.54945,5446428681.31868,6038187032.96703,6487912087.91209,7360439423.07692,6883516483.51648,7646153983.51648,7156593653.84615,7374450769.23077,8137911978.02198,9059340384.61539,11297802115.3846,10255495027.4725,12393131868.1319,17759890109.8901,17538461538.4615,19363736263.7363,23533791208.7912,31734065934.0659,44530494505.4945,60882142857.1429,79712087912.0879,115270054945.055,97798351648.3516,125122306346.154,167775268626.374,186833502362.637,198727642967.033,206224598571.429,161739955576.923,151732181868.132,161099122225.275,183334953818.681,176371267692.308,144411363351.648,179732009560.44,235709325714.286,213002809340.659,217982967032.967
Qatar,QAT,"Population, total",SP.POP.TOTL,36010,39680,44630,50380,56867,64065,72192,81439,91749,103025,116350,131346,146506,161841,177362,193087,209052,225285,241808,258670,275913,293553,311537,329709,347878,365940,382422,397005,411264,425646,440175,454853,469657,484545,499459,514325,529019,550500,580540,612500,644989,677925,711205,744682,773332,825408,972831,1208595,1426938,1608903,1616832,1624761,1722438,1916426,2151745,2344557,2477113,2545820,2580734,2638657,2794148,2504910,2657333,2656032,2857822
Romania,ROU,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,38067567567.5676,40424528301.8868,41450777202.0725,38247882300.4904,28850634899.856,25121666666.6667,26361160449.9704,30072805104.2542,37430162102.6125,36937074278.3004,35575214078.2428,41696091973.7076,35953156753.739,37253739511.1273,40395116581.4832,46065502702.5817,57806384143.166,74973656851.8076,98454380120.0761,122023735992.706,174588782938.583,214315932061.275,174110532658.867,170064350671.827,192623977894.173,179117323107.087,189798603751.235,199722319675.741,177885131240.315,185290759248.844,210147385855.419,243468683030.34,251677082534.495,252033792712.145,286578196368.297,296354358293.475,350775856415.189,382767571329.158
Romania,ROU,"Population, total",SP.POP.TOTL,18406905,18555250,18676550,18797850,18919126,19031576,19215450,19534242,19799831,20009141,20250398,20461567,20657957,20835681,21029429,21293583,21551634,21756096,21951464,22090488,22207282,22353070,22475741,22560478,22640547,22732999,22836841,22949430,23057662,23161458,23201835,23001155,22794284,22763280,22730211,22684270,22619004,22553978,22507344,22472040,22442971,22131970,21730496,21574326,21451748,21319685,21193760,20882982,20537875,20367487,20246871,20147528,20058035,19983693,19908979,19815616,19702267,19588715,19473970,19371648,19265250,19122059,19048502,19059479,19069340
Russian Federation,RUS,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,554828660436.137,506631299734.748,517014446227.929,517962962962.963,460290556900.726,435083713850.837,395077301248.464,395537185734.854,391724890744.498,404928954191.876,270955486862.442,195907128350.934,259710142196.943,306602070620.5,345470494417.863,430347420184.885,591016690732.385,764015973481.11,989932071352.543,1299703478481.65,1660848058303.11,1222645900055.7,1524916715223.95,2045922753398.04,2208293553878.42,2292470078346.22,2059241589895.01,1363482182197.71,1276786350881.14,1574199360089,1657328773461.31,1693115002708.32,1493075894362.14,1829186719575.1,2291612121334.64,2071505725030.58,2173835806671.66
Russian Federation,RUS,"Population, total",SP.POP.TOTL,119897000,121236000,122591000,123960000,125345000,126745000,127468000,128196000,128928000,129664000,130404000,131155000,131909000,132669000,133432000,134200000,135147000,136100000,137060000,138027000,139010000,139941000,140823000,141668000,142745000,143858000,144894000,145908000,146857000,147721000,147969406,148394216,148538197,148458777,148407912,148375787,148160129,147915361,147670784,147214776,146596869,145976482,145306497,144648618,144067316,143518814,143049637,142805114,142742366,142785348,142849468,143018195,143378447,143805638,144237223,144640716,145015460,145293260,145398106,145453291,145245148,144746762,144236933,143826130,143533851
Rwanda,RWA,GDP (current US$),NY.GDP.MKTP.CD,119000024,122000016,125000008,128000000,129999994,148799980,124525702.857143,159560018,172200018,188700037,219900006,222952504.40607,246457838.336681,290746157.145921,308458423.183854,571863500.248658,637753853.12552,746650613.034794,905709076.42303,1109346130.95265,1254765641.52116,1407062526.91521,1407243139.2545,1479687586.94292,1587413083.9206,1715626330.59472,1944710683.87148,2157432667.61598,2395492686.78165,2405022593.05165,2550185679.08109,1911600236.67461,2029026961.55894,1971525711.83511,753636370.454545,1293535193.49248,1382334879.40812,1851558197.31088,1989343546.17594,2157108262.84452,2068836754.37431,1966600715.49841,1966003468.49117,2138237278.73822,2376496067.01198,2933819766.17656,3319784538.73346,4070507894.61656,5179854064.57033,5674476969.06444,6124756654.12346,6884913658.10632,7654761044.99335,7819964024.13272,8238966119.55292,8543760205.73641,8695272060.67925,9252833894.1905,9637904518.99702,10349300276.7623,10174386854.812,11078787095.1791,13316161005.7244,14331722700.3249,14251642231.4932
Rwanda,RWA,"Population, total",SP.POP.TOTL,3022294,3106779,3186025,3258890,3334834,3423210,3521626,3629577,3744010,3861271,3980669,4100044,4220335,4345047,4474228,4607728,4745954,4888240,5035171,5189541,5353259,5527230,5711549,5905311,6107627,6317228,6531881,6749493,6968071,7184706,7375307,7526966,7683266,7981132,6792352,5674118,6708764,7755238,8081681,8147912,8213931,8287094,8400180,8586875,8816844,9054528,9299246,9549933,9804269,10060432,10317553,10573733,10829901,11093340,11364757,11640022,11919183,12202060,12487996,12776103,13065837,13355260,13651030,13954471,14256567
Samoa,WSM,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,..,..,..,..,45208337.609386,53719568.9655172,62566116.3754812,82452985.3658537,93549610.93343,93489282.5537294,85003077.6967563,98295671.0342196,108223444.248268,122257392.883079,125747037.963668,118190654.675563,121221651.619316,111862823.574979,109200934.328518,95572172.9835657,100947848.64478,111713922.141578,133016065.416065,122888609.715243,125766269.755358,125597205.422315,132303041.36253,133122897.196262,221098106.508876,224865731.381903,249907868.772424,285475591.89651,269485244.15511,255408060.259486,258856139.798489,266299591.479428,281790134.211972,333426188.41876,407747565.096959,476801793.159429,499923757.780736,573548459.833372,641346191.664776,628006115.424052,680260907.153983,744097050.169115,773141661.165548,797736334.281305,796683519.593842,824150498.653536,843924796.697421,884844384.463214,878448433.404342,912950466.064906,868898358.266437,843923638.733018,832945205.637185,938189443.830393,1068025243.63929
Samoa,WSM,"Population, total",SP.POP.TOTL,112490,115496,118597,121764,124894,127978,131073,133764,136020,138233,140400,142503,144538,146516,149431,153344,157113,159753,161375,162882,164322,165678,166484,166714,166796,166849,167061,167661,168346,168768,169042,169368,170331,171774,173159,174571,176071,177547,178905,180275,181685,183166,184471,185430,186249,186978,187709,188753,190107,191513,193023,194713,196498,198268,200037,201782,203499,205415,207582,209780,211944,213779,215261,216663,218019
San Marino,SMR,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,976606693.570595,1048316128.20361,1109473367.84318,1007661366.66959,1059529812.37456,1148872072.38556,1462590266.59186,1715340542.988,1786514058.22344,1909765165.43137,2188654628.38097,2403213305.03601,2064277126.41466,1881191925.32503,1813717438.69134,1604701299.43546,1678741475.14095,1673911426.17254,1419401070.56043,1468343139.74326,1528620346.31168,1655353653.05934,1616232125.12587,1544714493.24409,1855395999.76534,1831700577.08904,..,..
San Marino,SMR,"Population, total",SP.POP.TOTL,15428,15799,16183,16580,16977,17305,17523,17688,17861,18026,18168,18419,18787,18992,19030,19046,19110,20017,21026,21320,21585,21840,22055,22229,22346,22485,22636,22686,22843,23154,23475,23797,24125,24472,24823,25158,25482,25800,26125,26459,26799,27143,27491,27843,29457,29836,30184,31211,31662,33066,33270,32620,33469,33041,32655,32897,33101,33825,34522,34663,34770,34252,33755,33860,33977
Sao Tome and Principe,STP,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,..,..,..,..,37211826.0869565,37288845.210287,41430256.8067496,56011244.7398414,57817591.4570048,60101709.8452627,52039421.1975774,49207692.3210324,55044562.8014217,65755928.1359723,81662231.0329968,83499263.5007481,80307762.6236105,75110289.1832665,78213795.9250336,82733069.4418031,115928906.745482,115952925.468271,99000764.3902251,98545367.0431211,119297932.757045,107484142.71556,94861780.6228352,125742228.756741,131338414.584209,103695236.781001,135188165.74708,91920274.2401657,72285403.8423458,77302211.9248351,76198394.8202671,75951133.3777948,85171073.8777498,102085769.123419,114582283.916382,136450662.390592,142775104.081626,149146918.888611,188021165.00338,200668065.03175,190021192.489536,226455001.243083,229371348.202606,267041747.584354,293119143.246825,259999643.047388,292267272.196925,322002845.229335,383717327.830508,412976082.620705,471229484.607144,524402455.54816,540809499.189348,678976264.835436,764274042.735043
Sao Tome and Principe,STP,"Population, total",SP.POP.TOTL,68012,68707,69403,70112,70865,71680,72576,73596,74765,76083,77626,79330,81041,82798,84672,86708,88922,91301,93794,96252,98544,100615,102508,104380,106394,108658,111150,113919,116939,119979,122980,125697,128110,130467,132732,134895,136962,138922,140751,142442,144018,146375,149922,153814,157705,161639,165638,169700,173793,177853,181802,185649,189439,193148,196767,200291,203689,206970,210187,213392,217435,221961,226305,230871,235536
Saudi Arabia,SAU,GDP (current US$),NY.GDP.MKTP.CD,1748124063.55556,1920811284.22222,2130606531.77778,2207393171.55556,2371808712.88889,2647955557.55556,2920555557.11111,3257022222.66667,4187777711.11111,4485777644.44444,5377333333.33333,7184806909.28939,9664267086.60323,14947435499.323,45412957746.4789,46773208642.6814,64005665722.3796,74188986586.0629,80266516686.5614,111858444786.224,164539660725.118,184291360138.69,153240313858.323,129171635311.143,119624858115.778,103897846493.65,86961922765.3254,85695861148.1976,88256074766.3551,95344459279.0387,117630173564.753,132223230974.633,137087850467.29,132967957276.368,135174899866.489,143343124165.554,158662483311.081,165963684913.218,146775466666.667,161717066666.667,189514933333.333,184137600000,189605866666.667,215807733333.333,258742133333.333,328459608764.111,376900133511.348,415964509673.115,519796800000,429097866666.667,528207466666.667,680660800000,751921333333.333,769755733333.333,787153066666.667,693414400000,689279466666.667,741266133333.333,886564800000,888890133333.333,767951200000,982661066666.667,1239075200000,1218584533333.33,1237529866666.67
Saudi Arabia,SAU,"Population, total",SP.POP.TOTL,2435403,2526347,2620910,2719341,2821968,2928771,3039887,3157242,3282711,3417114,3562470,3724031,3905722,4106344,4323632,4556287,4807933,5083048,5381902,5703698,6047997,6420551,6824486,7252941,7697307,8151779,8628639,9130194,9629165,10128394,10640691,11160744,11686676,12215862,12750040,13289245,13831009,14374943,14922185,15472075,16177722,17041397,17910910,18786767,19669480,20559890,21459144,22368313,23287877,24217654,23978487,25091867,26168861,27624004,28309273,29816382,30954198,30977355,30196281,30063799,31552510,30784383,32175224,33702731,35300280
Senegal,SEN,GDP (current US$),NY.GDP.MKTP.CD,1003692370.46869,1058975256.97025,1085475790.59112,1122139861.67805,1188930645.34423,1210058228.17112,1246908185.96343,1246480765.97984,1309384861.92219,1245234931.43233,1297407654.92832,1339549032.83782,1620857103.53492,1863398590.4556,2099325228.95651,2830388404.8977,2869777884.45166,2938046462.7098,3280354920.8516,4084877822.91679,4510108290.69571,4095892780.58289,4013951442.67081,3569356124.93159,3485165431.71354,3818944917.56713,5392093445.51053,6487353102.81483,6418419388.63499,6366039372.53683,7390967360.42121,7255210469.51743,7769817839.95644,7367986241.21869,5034588195.55806,6326342633.4034,6559712165.96508,6041478725.90443,6505607909.05324,6592834932.80876,6013185003.97525,6507824829.26254,7006402319.75856,8768721563.18211,10076816666.6196,11009033437.939,11697918243.0035,13994218412.9619,16853989627.548,16145867494.9405,16121315909.0758,17814283639.3119,17660870411.5235,18918667724.8817,19797253440.2679,17774766696.1759,19040312333.1864,20996562943.5979,23116701556.1381,23403995992.1354,24530513037.7518,27520784129.7508,27783332222.6759,30696331295.7826,32267254425.052
Senegal,SEN,"Population, total",SP.POP.TOTL,3340907,3436375,3534686,3635876,3740535,3849788,3964299,4083870,4207587,4334974,4466328,4601864,4741631,4885181,5029437,5170810,5308564,5439549,5568096,5702895,5845638,5997160,6156961,6324504,6499364,6683287,6878192,7081530,7289618,7502207,7720523,7943085,8168395,8396288,8624078,8848101,9067014,9283495,9502952,9730887,9968260,10212942,10466214,10721176,10975704,11235472,11500094,11770344,12048959,12337389,12635413,12958897,13310495,13710849,14152102,14593331,15034521,15475002,15914498,16352922,16789219,17220867,17651103,18077573,18501984
Serbia,SRB,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,17921892655.3672,23277430167.5978,27153408994.8074,21004077441.4802,20878694850.5767,7326373882.11044,13599378661.9952,17930583571.3055,23593044417.5086,26845632341.8075,28334256180.8801,33298057361.7412,44888028946.0854,54220641201.6474,46955984409.7271,43536629233.1424,51251098408.0924,45103269969.4112,50455529604.0696,49114321280.3466,41297410634.9586,42225495909.5633,45972834713.8077,52787520248.9242,53864693664.5568,55874017668.998,66159884072.5308,66797564758.339,81342660752.3732,89083506277.2344
